sentiments
0.053763440860215055
0.08571428571428572
-0.05263157894736842
0
-0.045454545454545456
-0.08333333333333333
-0.021739130434782608
0.023255813953488372
0.1
-0.030303030303030304
0
-0.21428571428571427
0
-0.08108108108108109
0
0
0
0.05128205128205128
0
0
0.08163265306122448
-0.017241379310344827
0.020833333333333332
0
-0.038461538461538464
-0.3
-0.07692307692307693
0.07936507936507936
0
-0.0967741935483871
-0.0728476821192053
-0.09090909090909091
0.08333333333333333
0.14285714285714285
0.18181818181818182
-0.05405405405405406
0.030303030303030304
0
-0.16666666666666666
0
-0.15789473684210525
-0.07142857142857142
-0.10526315789473684
0
-0.08695652173913043
0.06
0.045454545454545456
0
0.16666666666666666
0
0.18181818181818182
