comments,sum,mean
2,-0.14285714285714285,-0.07142857142857142
0,0,0
0,0,0
84,3.4879849677538526,0.04152363056849825
26,3.6354361995892557,0.13982446921497138
2,0.20833333333333334,0.10416666666666667
75,2.3799978767886754,0.031733305023849
1,0.03571428571428571,0.03571428571428571
2,0.31266846361185985,0.15633423180592992
0,0,0
244,6.914418533680926,0.0283377808757415
1,0,0
11,0.3413369250005135,0.031030629545501228
0,0,0
40,0.923718941514171,0.023092973537854274
0,0,0
0,0,0
72,6.721284903254464,0.09335117921186756
2,0.06060606060606061,0.030303030303030304
0,0,0
8,0.49371717615309574,0.06171464701913697
19,0.5089345477344318,0.02678602882812799
0,0,0
116,1.5582245697408947,0.013432970428800817
1,0,0
0,0,0
1,0,0
64,5.27792416362466,0.08246756505663531
0,0,0
1,0.02702702702702703,0.02702702702702703
15,0.32411845670864037,0.02160789711390936
22,-0.9521173725357128,-0.04327806238798695
0,0,0
0,0,0
7,0.4146572104018913,0.059236744343127326
0,0,0
0,0,0
4,0.31634615384615383,0.07908653846153846
0,0,0
3,0.09578544061302681,0.03192848020434227
1,0.0625,0.0625
0,0,0
0,0,0
0,0,0
0,0,0
46,5.6248425644132665,0.1222791861828971
0,0,0
53,1.119791895028381,0.02112814896279964
0,0,0
72,4.942401230613212,0.06864446153629461
0,0,0
90,0.8180350869255404,0.009089278743617115
253,4.697147607946153,0.018565800821921555
0,0,0
32,0.10931082499910832,0.003415963281222135
17,-0.44572278084564393,-0.02621898710856729
0,0,0
3,-0.16407982261640797,-0.05469327420546932
1,0.18181818181818182,0.18181818181818182
55,1.125184456070861,0.020457899201288383
1,0.16129032258064516,0.16129032258064516
84,3.562273490356621,0.04240801774234072
203,5.722957925562215,0.028191910963360666
80,6.178394762287723,0.07722993452859653
2,1,0.5
9,1.1523791023791023,0.12804212248656693
3,0.13381123058542413,0.04460374352847471
0,0,0
0,0,0
7,0.1678969581143494,0.023985279730621343
1,1,1
5,0.30812174843530116,0.06162434968706023
1,0.15,0.15
3,0.2111111111111111,0.07037037037037037
129,3.160597029611991,0.024500752167534817
81,2.1021480645593926,0.025952445241473984
22,1.2496721337478436,0.05680327880672016
2,-0.06677018633540373,-0.033385093167701864
0,0,0
1,0.16666666666666666,0.16666666666666666
80,2.559458777219697,0.03199323471524621
83,-0.9120159105965591,-0.010988143501163361
0,0,0
2,0.26785714285714285,0.13392857142857142
86,5.951532143878726,0.06920386213812472
28,1.439320956607137,0.05140431987882632
91,0.9507100396208636,0.010447363072756743
15,0.8903463729258108,0.05935642486172072
4,0.4993197278911565,0.12482993197278912
20,0.9593372286469182,0.04796686143234591
5,0.15252100840336136,0.03050420168067227
12,-0.021428467307075122,-0.001785705608922927
233,1.937798157436867,0.008316730289428614
0,0,0
0,0,0
11,-0.02016843373442969,-0.0018334939758572445
18,1.1082532829494096,0.06156962683052276
77,2.234415357440346,0.02901838126545904
0,0,0
27,4.42453219677896,0.1638715628436652
20,0.8181466575128462,0.04090733287564231
1,0.017857142857142856,0.017857142857142856
111,6.235051253701514,0.05617163291622986
8,0.5297564737368885,0.06621955921711106
9,0.2556171571606448,0.028401906351182758
38,1.048107548427756,0.027581777590204106
6,-0.14601392396423452,-0.024335653994039086
1,0.06666666666666667,0.06666666666666667
71,2.394449255864152,0.033724637406537354
8,-0.06568968432239208,-0.00821121054029901
0,0,0
34,0.2846472902010025,0.008371979123558897
64,1.8213720079128424,0.028458937623638162
87,3.958619926075774,0.04550137846064108
12,0.5796806234045606,0.04830671861704672
404,-5.9959412909288545,-0.014841438838932809
9,0.24597699985338678,0.02733077776148742
44,0.7581201297262913,0.017230002948324802
54,4.2398036301110436,0.0785148820390934
40,2.7078529597725276,0.06769632399431319
135,-2.202316300681425,-0.016313454079121666
21,1.0094736519394578,0.04807017390187894
40,-0.4919653390863795,-0.012299133477159488
0,0,0
12,0.7161934080412342,0.059682784003436185
1,0,0
1,-0.22784810126582278,-0.22784810126582278
1,0,0
3,0.016369047619047616,0.005456349206349205
15,0.4426810106978579,0.029512067379857194
0,0,0
11,0.18444111098076615,0.016767373725524195
72,1.1133598674765082,0.01546333149272928
12,0.5180957143386499,0.043174642861554154
0,0,0
58,0.4151104563221579,0.007157076833140653
0,0,0
56,1.2536416132302357,0.022386457379111352
1,0,0
