comments,sum,mean
259,9.171877576988447,0.03541265473740713
49,0.9204167371562767,0.018784015044005647
69,3.8493119017733832,0.055787129011208456
36,-0.2136338615628976,-0.005934273932302711
0,0,0
17,0.4154717756479208,0.024439516214583578
4,0.09464882943143813,0.02366220735785953
23,1.1022599603327505,0.04792434610142394
14,0.3185205153181726,0.02275146537986947
0,0,0
179,6.129736074292263,0.0342443356105713
8,-0.42242000648227473,-0.05280250081028434
16,0.24316105020083845,0.015197565637552403
4,0.01117904310176019,0.0027947607754400475
20,-0.11702994484189227,-0.005851497242094614
43,0.03442857767041903,0.000800664596986489
126,3.1073934718176504,0.024661852950933733
1,-0.375,-0.375
17,0.24737578042441158,0.014551516495553623
0,0,0
0,0,0
7,0.3971401962711527,0.05673431375302181
0,0,0
23,1.8882169239344506,0.08209638799715002
0,0,0
4,-0.019378319889828854,-0.004844579972457214
14,0.4529182063548947,0.03235130045392105
160,12.414305823920518,0.07758941139950323
5,0.7019230769230769,0.14038461538461539
5,0.4123212783851976,0.08246425567703952
335,7.433860777400803,0.022190629186271054
19,0.9302972189775596,0.048963011525134714
33,0.5372997391538163,0.016281810277388373
0,0,0
88,0.39799884523466955,0.004522714150393972
162,-5.573118873944985,-0.034401968357685095
12,2.442906014055258,0.20357550117127152
0,0,0
48,1.1969656185528188,0.02493678371985039
6,0.05327468230694038,0.008879113717823397
273,-1.3595084271868263,-0.004979884348669693
0,0,0
57,2.1963925751060107,0.038533203072035276
104,4.427563452314943,0.0425727255030283
118,2.034607391643105,0.017242435522399194
0,0,0
0,0,0
453,19.13959503991521,0.04225076167751702
247,9.052610751606457,0.03665024595792088
80,2.186801662956187,0.027335020786952335
18,0.3134618956566624,0.017414549758703466
135,8.904750734529935,0.0659611165520736
98,1.7406069330424183,0.017761295235126717
0,0,0
156,1.466655225538157,0.009401636061142032
0,0,0
2,0.03166666666666666,0.01583333333333333
0,0,0
194,9.75254285152234,0.05027083944083681
7,-0.17458275721433617,-0.02494039388776231
15,0.8725261418309571,0.05816840945539714
248,2.773702333276908,0.011184283601923016
3,-0.0070921985815602835,-0.002364066193853428
34,1.697898571117915,0.049938193268173975
72,3.3635731615893874,0.04671629391096371
92,7.41679604501612,0.0806173483153926
113,-4.51638654792619,-0.039968022548019386
295,8.471396651665676,0.028716598819205682
15,2.328050252345581,0.15520335015637207
136,3.2799678061694055,0.02411741033948092
0,0,0
213,4.578504553226357,0.02149532654096881
11,-0.360695875180955,-0.03279053410735954
148,3.9257800041305733,0.02652554056844982
0,0,0
0,0,0
0,0,0
0,0,0
125,3.1208850609378715,0.02496708048750297
13,0.7445689289923306,0.05727453299941005
156,2.062010744602951,0.01321801759360866
132,2.877611665005492,0.021800088371253728
4,0.24236874236874237,0.06059218559218559
183,5.563299655892769,0.03040054456772005
0,0,0
4,0.4250712250712251,0.10626780626780627
0,0,0
31,0.8333237417402186,0.02688141102387802
2,0,0
211,0.9588164292770163,0.004544153693256002
13,1.8365131580091827,0.1412702429237833
14,0.17155912981832194,0.012254223558451568
10,1.4103141780137765,0.14103141780137765
14,0.11490602453615167,0.00820757318115369
82,2.5189133010821463,0.030718454891245688
75,2.813362649978869,0.037511501999718255
5,0.3850289495450786,0.07700578990901571
37,1.469244207618945,0.03970930290862013
63,0.45530625925065576,0.007227083480169139
0,0,0
7,0.24800420168067228,0.03542917166866747
149,-1.3579134320385875,-0.00911351296670193
3,0.1536643026004728,0.0512214342001576
9,-0.003809770891477715,-0.0004233078768308572
202,6.565034352808221,0.03250017006340703
66,1.9022721627427972,0.028822305496102988
1,-0.3333333333333333,-0.3333333333333333
0,0,0
0,0,0
158,1.051768175287234,0.00665676060308376
0,0,0
11,0.13027793350277642,0.011843448500252401
2,0.07692307692307693,0.038461538461538464
1,0,0
1,0.07547169811320754,0.07547169811320754
41,-0.8422434298078664,-0.020542522678240645
0,0,0
0,0,0
96,5.022347603261261,0.052316120867304805
393,5.9087358889742285,0.015034951371435696
62,1.448183287410861,0.023357794958239694
0,0,0
5,0.17457237621416724,0.03491447524283345
0,0,0
71,1.7552377770528518,0.024721658831730307
24,1.7905938245696,0.07460807602373333
17,-0.03802517090796108,-0.002236774759291828
8,0.0826708407095665,0.010333855088695812
0,0,0
88,1.110653106649903,0.012621058030112535
16,0.8926377843158901,0.055789861519743134
12,-0.37327052590851456,-0.03110587715904288
0,0,0
19,0.020108445981425027,0.0010583392621802646
0,0,0
0,0,0
20,1.8800995654104198,0.09400497827052098
6,0.12586083227250983,0.02097680537875164
61,6.7901366676366255,0.1113137158628955
22,0.8084616078013395,0.03674825490006089
42,1.632477960884502,0.03886852287820243
9,0.27258388720356264,0.030287098578173625
24,0.0843106214887101,0.0035129425620295876
0,0,0
2,0.5560439560439561,0.27802197802197803
0,0,0
18,2.1835112398224523,0.12130617999013624
48,2.050301095006481,0.04271460614596836
22,1.629572521854114,0.07407147826609609
1,0.038461538461538464,0.038461538461538464
6,0.3458333333333333,0.057638888888888885
0,0,0
0,0,0
6,0.8388612223551372,0.1398102037258562
238,9.572572383741724,0.040220892368662706
1,-0.015267175572519083,-0.015267175572519083
22,2.312900153167324,0.10513182514396928
84,1.9543424350520175,0.023265981369666875
29,0.5915249272284927,0.02039741128374113
10,-0.10079910786347593,-0.010079910786347592
20,0.7954358087287402,0.03977179043643701
26,0.7436251517059268,0.028600967373304878
8,0.6027811312318355,0.07534764140397944
2,0.15931372549019607,0.07965686274509803
2,0.4444444444444444,0.2222222222222222
3,0.060408394781622236,0.02013613159387408
58,4.557937426086818,0.07858512803597963
4,0.7669172932330827,0.19172932330827067
32,1.5700112551714136,0.049062851724106675
10,0.9472723198317582,0.09472723198317581
3,0.14285714285714285,0.047619047619047616
61,1.6661450643730076,0.0273138535143116
0,0,0
22,1.799545660754974,0.081797530034317
0,0,0
47,5.729354934277965,0.12190116881442478
0,0,0
0,0,0
2,-0.07702020202020202,-0.03851010101010101
0,0,0
0,0,0
1,0,0
1,-0.6,-0.6
0,0,0
0,0,0
3,0.2,0.06666666666666667
0,0,0
0,0,0
0,0,0
111,-2.73333524052326,-0.024624641806515853
58,-2.003775159081882,-0.03454784757037727
13,0.02431393999599137,0.0018703030766147207
0,0,0
7,1.850101512411639,0.26430021605880555
12,0.006989009443423372,0.0005824174536186144
81,4.2533274951233535,0.052510215989177204
0,0,0
1,0.05263157894736842,0.05263157894736842
1,-0.047619047619047616,-0.047619047619047616
39,3.3108043756559504,0.08489241988861411
117,3.9097976258217373,0.033417073724972116
3,0.3068181818181818,0.10227272727272728
83,2.8125396420026036,0.0338860197831639
0,0,0
13,1.3372769517626486,0.10286745782789605
3,0.24615384615384617,0.08205128205128205
0,0,0
6,0.11666666666666667,0.019444444444444445
0,0,0
24,1.2579860857227756,0.05241608690511565
0,0,0
0,0,0
2,0.6873015873015873,0.34365079365079365
1,0,0
1,-0.04,-0.04
98,-0.27259831766300524,-0.002781615486357196
0,0,0
95,7.7900451790911145,0.08200047556938016
2,0.17391304347826086,0.08695652173913043
1,0.057692307692307696,0.057692307692307696
3,0.5079365079365079,0.1693121693121693
54,2.8770847898215055,0.05327934795965751
55,1.1671417360647791,0.02122075883754144
1,0.18181818181818182,0.18181818181818182
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3,0,0
1,0,0
0,0,0
0,0,0
1,0.18,0.18
57,3.079058330186664,0.054018567196257264
2,0.3333333333333333,0.16666666666666666
1,0.3333333333333333,0.3333333333333333
12,2.329448652182914,0.19412072101524283
0,0,0
3,0.361924882629108,0.12064162754303599
0,0,0
47,-0.16201123347397195,-0.0034470475207228073
240,7.215460558415737,0.030064418993398904
2,0.21428571428571427,0.10714285714285714
46,2.4904768503308286,0.05414080109414845
7,-0.9743217054263564,-0.13918881506090805
1,-0.0782608695652174,-0.0782608695652174
0,0,0
3,0.047244094488188976,0.015748031496062992
13,-0.04362657180529853,-0.003355890138869118
5,0.08992248062015504,0.017984496124031007
1,0.03597122302158273,0.03597122302158273
0,0,0
0,0,0
0,0,0
549,22.208237520177708,0.040452163060432984
449,15.701879190246496,0.03497077770656235
42,1.9813467175122947,0.04717492184553083
203,3.49742276029731,0.01722868354826261
27,1.6498393445954234,0.061105160910941606
2,0.1653866525423729,0.08269332627118645
2,0.10638297872340426,0.05319148936170213
109,1.600601802769129,0.01468442020889109
26,0.1833491989168302,0.0070518922660319314
49,-0.18887855352934096,-0.0038546643577416525
94,4.949324585471877,0.052652389207147626
2,0.14285714285714285,0.07142857142857142
143,3.2127312562458905,0.022466652141579654
112,1.011203919085964,0.009028606420410394
0,0,0
8,0.40984506569807533,0.051230633212259416
26,1.689844788134553,0.06499403031286742
0,0,0
7,-0.17235958485958486,-0.02462279783708355
0,0,0
0,0,0
7,0.4911111111111111,0.07015873015873016
65,0.052261509215892066,0.0008040232187060318
6,-0.006112356966246901,-0.0010187261610411502
14,0.7009803921568627,0.05007002801120448
5,0.5455439674454955,0.1091087934890991
116,5.601332735376798,0.04828735116704136
19,1.2581921367081481,0.06622063877411306
21,3.3215580173088353,0.1581694293956588
117,1.0142502460183325,0.00866880552152421
0,0,0
7,0.26992043194089227,0.03856006170584175
1,0.10714285714285714,0.10714285714285714
12,0.991712414716305,0.08264270122635875
1,0,0
80,1.0361598072060754,0.012951997590075943
19,0.9992370364926998,0.05259142297329999
124,2.4374280470249476,0.019656677798588287
5,0.35502425502425505,0.07100485100485102
3,0.08335187795168508,0.027783959317228362
27,1.1660762986390858,0.04318801106070688
16,0.3921230343306261,0.024507689645664132
270,3.9040537302949305,0.014459458260351594
0,0,0
48,4.890945534166829,0.10189469862847561
13,0.15225325121968564,0.011711788555360434
366,1.2962384332262549,0.0035416350634597128
1,0.125,0.125
109,6.432732001314277,0.05901588992031447
102,4.764051380902877,0.04670638608728311
366,4.14928806656594,0.011336852640890545
5,0.13131816972599097,0.026263633945198196
20,-0.32248247603143315,-0.016124123801571657
8,0.04938458941790147,0.006173073677237684
2,0.42773207990599293,0.21386603995299647
10,-0.02380704548219439,-0.002380704548219439
84,9.207982049582137,0.10961883392359686
1,0,0
0,0,0
0,0,0
18,2.875443726422427,0.15974687369013482
4,0.5370974717346386,0.13427436793365966
8,0.42791573062298704,0.05348946632787338
1,0.07692307692307693,0.07692307692307693
1,0.13157894736842105,0.13157894736842105
57,1.2908666193951224,0.022646782796405654
26,2.19938979672722,0.08459191525873923
0,0,0
0,0,0
225,15.709505745116532,0.06982002553385125
0,0,0
1,0.02631578947368421,0.02631578947368421
0,0,0
1,0,0
0,0,0
0,0,0
3,-0.018691588785046728,-0.006230529595015576
11,-0.01061285962276061,-0.0009648054202509645
0,0,0
6,0.5380952380952381,0.08968253968253968
0,0,0
192,4.837722816599911,0.025196473003124536
0,0,0
9,1.2554784652714588,0.1394976072523843
14,-0.07504039678161334,-0.00536002834154381
2,-0.011904761904761904,-0.005952380952380952
5,0.5057766367137356,0.10115532734274713
0,0,0
0,0,0
2,0.05714285714285714,0.02857142857142857
5,0.25019239710189956,0.05003847942037991
28,0.757345027298663,0.027048036689237966
0,0,0
12,1.034658134718121,0.08622151122651008
63,2.724873359714218,0.04325195809070188
0,0,0
24,2.7737877884490696,0.1155744911853779
10,0.5404810769559851,0.054048107695598514
233,5.937231827348419,0.025481681662439564
0,0,0
2,0.18661257606490872,0.09330628803245436
53,0.6260264734391477,0.011811820253568825
0,0,0
0,0,0
2,0.1024411508282476,0.0512205754141238
30,1.594250301273731,0.05314167670912437
